,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,I_0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,IR_0,IR_1,IR_2,IR_3,IR_4,IR_5,IR_6,IR_7,IR_8,IR_9,IR_10
0,-0.4997139248188658,-1.3332721141304118,-1.0037354035564374,-0.6136578893823921,-0.04836182022966112,-0.5047644939506746,-1.019231486526026,-0.3941087347799974,-0.6220752072816239,-0.6360051431184478,-1.1724253854745452,-0.7203878111811658,-0.2866429904333501,0.05617280561377671,-0.0966843891105962,0.402724274494828,-0.08061855253163269,-0.7419365094487744,-0.34371759844106714,-0.9132182843872094,-1.011445487850183,0.7831784926051637,0.751037134157903,0.636345774912985,0.30518799984216205,0.07887176862489031,-0.19846805631944678,-0.7180757462656076,-0.9376881699332946,-0.4892990561081669,-0.5896009248411154,-0.11862946686513251,-0.1366745764456054
1,0.7796192373586777,1.03476862955893,1.3698212607578897,0.7889043502742249,0.08234580201266556,-0.46741359120338866,-0.9434302005466554,0.0721298519465133,-0.32654342692201727,-0.17505356439039588,-0.25627755180010736,1.052504240834844,0.8599289713000517,0.6933180544737414,0.47295293526712073,0.34893207398349746,-0.08061855253163269,-0.6075277215051558,-0.26265212711062674,-0.7990897756114699,-1.011445487850183,-1.3003805342196395,0.5656775946566135,0.5505848888061137,0.44245396678766236,0.404788167901296,0.16183703836033558,-0.42334316384315673,-0.7192655820149869,-0.5462826418350497,-0.8265668830791925,-0.8213449369937454,-0.6822142139713353
2,-0.455771177640246,0.0294869460411027,0.16953976173673832,-0.5878212165466127,-0.313621406544972,-0.7354612462133229,-1.1320090095685036,-2.2465968093136737,-1.4779659478036022,-0.9349034324499188,0.7039940051691701,0.40271122629503947,0.10678856506340549,0.12118762692601806,0.026480437781883047,0.07997107142684481,-0.21216397624292138,-0.825942001913536,-1.267863971608087,-1.0844110475508186,-1.072165613190131,-0.6919075440849625,0.5656775946566135,0.14322067979847514,0.16792203289666197,-0.11667807094095288,-0.528747726442581,-0.9592205864294311,-1.177953016643433,-1.4390254848895467,-1.0783432137071494,-1.1819489282439546,-0.7691143332232214
3,-0.3578986952878657,-1.5663236635510474,-0.20254750295981902,-0.9421527297230216,-0.2751779882384052,-0.7969803801500291,-1.1911709888694755,-1.2193759658306662,-0.7333793843001772,-1.1185638270993767,-1.1410743189229482,-0.4396130518121143,0.25292028567648595,0.1471935554509146,0.24201888484372208,0.34893207398349746,-0.17457956946826744,-0.8091409034205835,-0.8138973321576211,-0.9322397025164993,-1.0266255191851699,0.44206484662057216,0.4994777591204386,0.29330223048549997,0.41195041857755116,0.20923832833545264,0.16183703836033558,-0.5037247772310978,-0.8721613935578024,-0.9831567990744844,-0.8117565106893125,-0.80285242462194,-0.08356894801389715
4,-0.28948782752115065,0.5943407014165422,-0.07351724181504543,0.10607799675718728,-0.21751286077855503,-0.5750720755926244,-1.0913351487990854,-0.3791492079331575,-0.4915806549150446,-1.0141294850438027,0.555366726702341,0.9883271529790608,0.500220120560161,0.2772231980753971,0.30360129828996163,0.27720913996839014,-0.13699516269361348,-0.7755387064346789,-0.3923568812393313,-0.9132182843872094,-0.7837450178253782,-0.48908321404007016,0.6186374630855533,0.5505848888061137,0.38144687036744,0.07887176862489031,-0.04834093353620415,-0.6109002617483528,-0.7847923583904793,-0.5462826418350497,-0.856187627858952,-0.6364198132756895,-0.6194530167338619
5,0.03508928232092687,-0.08506381553853153,-1.2257874808753506,-0.5324569176127992,-0.1829137843026449,-0.6146200902662213,-1.139404256981125,-1.2193759658306662,-0.7103509338825456,-1.104159090264125,-1.0888225413369539,0.7556852095018469,0.6463518411732416,0.5762913761117071,0.4421617285440009,0.31307060697594374,-0.17457956946826744,-0.8091409034205835,-0.7652580493593569,-0.9132182843872094,-0.9962654565151959,-1.281941958761013,0.559057611102996,0.636345774912985,0.4577057408927179,0.4699714477565772,0.041735340133741534,-0.5305186483604115,-0.7847923583904793,-0.9641622704988567,-0.8709980002488318,-0.8675762179232595,-0.6822142139713353
6,-1.3446131092077822,0.25661345606968844,-0.961725551090697,-0.6690221883162064,-0.19444680979461496,-0.4586251434981449,-0.8491407960357316,-0.07995867099635919,-0.29583882636517495,-0.9024927745706026,1.5748569649357458,0.5711760819164704,0.1405112698202703,0.05617280561377671,0.026480437781883047,0.25927840646461325,-0.17457956946826744,-0.6411299184910604,-0.34371759844106714,-0.8941968662579195,-0.8596451745003131,-0.36001318582968395,0.6782173150681108,0.5077044457526781,0.2441809034219399,-0.13840583089271327,-0.3485951791026896,-0.5037247772310978,-0.6974233232231561,-0.4892990561081669,-0.7821357659095529,-0.6734048380193006,-0.6580752919569225
7,-0.5626319491882533,-0.21343966903295034,-0.3795890240654387,-0.1670525446496271,0.5782658981673768,-0.252096622424917,-0.19281258816557387,0.1344612138083462,-0.2574580756691221,-0.4235352747984862,0.8305594219885791,0.18611355478177136,0.3990520062895667,0.13419059118846632,0.24201888484372208,0.3310013404797206,-0.11820295930628665,-0.2043013576743002,-0.311291409908891,-0.7420255212236001,-0.08546357641597688,0.3867491202446924,0.6782173150681108,0.400503338119089,0.21367735521182873,-0.20358911074799443,0.041735340133741534,-0.2357860659379607,-0.30426266497020255,-0.299353770351891,-0.6044112972309952,-0.06315192974971565,0.07092015287834479
8,0.9224331656891919,1.2500450608034155,1.3458156307774665,0.8295048361590217,0.0938788275046356,-0.3949088976351277,0.027196022359915598,0.28904299122569216,-0.019497421353594738,-0.20386303806089875,0.532143714441899,-0.7444542191270841,0.33160659677583715,0.1862024482382594,0.41137052182088113,0.29513987347216686,-0.11820295930628665,-0.06989256973068164,-0.1815866557801864,-0.4947470855428311,-0.17654376442589886,-0.7748811336487821,0.07579881168891989,-0.11406197852213859,0.18317380700171756,-0.18186135079623403,-0.22849348087609533,-0.584106390619039,-0.15136685342738726,-0.1663920703224978,-0.4859283181119566,-0.4330021771858278,-0.6242808011367444
9,0.99533817805372,0.48571497922895734,0.5896382863941411,-0.2224168435834414,-0.7864754517157432,-0.48499048661387617,-0.8158621826789347,0.7527883234777294,0.4525858122078551,0.13824946177632677,-0.07513805616865969,0.8760172492314404,0.36532930153270193,0.4982735905370175,0.4575573319055608,0.45651647500615844,-0.04303414575697874,-0.6243288199981081,0.045396663945046545,0.7796879291195936,0.38511739496861985,-0.51674107722801,0.01621895970636251,0.4541038919358836,0.47295751499777355,0.2961493681424942,0.43206585937017244,-0.20899219480864695,-0.6755810644313255,-0.014435841717477043,0.25459030138203415,-0.05390567356381284,-0.6339363699425096
10,0.08053007769881786,-0.2035646033795329,-0.019504574359093564,0.04702274456111913,-0.13678168233476476,-0.4652164792770777,-0.9175468346024804,-0.017627309134526283,-0.3380576521308331,-0.9781176429556737,-0.09371646597701332,1.1086591927086544,0.5789064316595122,0.39424987643743153,0.3497881083746414,0.18755547244950585,-0.1933717728555944,-0.6747321154769651,-0.2950783156428029,-0.7990897756114699,-0.8141050804953522,-0.9777054636936745,0.5921575288710834,0.6041854426229083,0.3966986444724956,-0.008039271182150934,0.10178618924703846,-0.10181671029139208,-0.7629500995986486,-0.4323154703812841,-0.7821357659095529,-0.6918973503911062,-0.6677308607626876
11,-0.33442927349928486,0.06306216926271954,0.07051653806749289,0.48993713603163025,-0.1675364169800182,-0.5355240609190277,-0.6882941648112141,0.11202192353808631,-0.2651342258083327,-1.0069271166261768,0.608779654901358,1.0204156969069524,0.4889792189745394,0.16019651971336285,0.2728100915668417,0.34893207398349746,-0.15578736608094046,-0.5739255245192512,-0.24643903284453872,-0.8371326118700496,-0.9355453311752481,-0.6181532422504563,0.6318774301927883,0.7113865502564973,0.3661950962623844,-0.05149479108567171,0.10178618924703846,-0.26257993706727445,-0.7192655820149869,-0.4703045275325393,-0.693273531570274,-0.7843599122501344,-0.7111809203886307
12,0.5693931400609628,-1.1100956303631928,-1.7659141554348694,-2.01622012903901,-2.3049904748251304,-1.6099117928850755,-1.3298318778561287,-2.37873929646076,-1.132539191539127,-0.3623151432486667,-0.13667903865883096,0.12995860290796127,-0.4889792189745389,-0.4639457648841535,-0.7894865403807927,-1.0138036723035426,-1.2081507557712503,-1.632394729575247,-1.7218306110585528,-0.03823305043987297,0.1574169249438149,0.3037755306808727,-0.4140799712787737,-0.6071870736366481,-0.5184078018308391,-0.8336941493490451,-1.009154519348957,-1.173571555463941,-1.177953016643433,-1.4770145420408016,-0.47111794572207677,-0.192599516352355,0.7516377536847865
