,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,I_0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,IR_0,IR_1,IR_2,IR_3,IR_4,IR_5,IR_6,IR_7,IR_8,IR_9,IR_10
0,0.6601365068468945,0.1609749854860226,0.21871630603145611,0.5275993637487081,0.032661706460184965,-0.17185523707143116,-0.27085583283748194,0.1816884209171958,-0.7283578223329494,-0.8563024787618386,0.8324483487022758,0.38154016443807315,0.4820187810955835,0.4062832109822851,0.4551402396549288,0.599646340519111,0.5737245123825683,0.2586797047821985,0.31164033288337767,0.07357171101572056,0.5427732962819328,0.8904186907700394,0.376208589604421,0.3260208581873107,0.11383991472602621,0.20696154086379562,0.19200852704937793,0.5996630715785481,0.1558847621377582,0.25796069117339554,0.15931682963765106,0.5675388313929485,0.25698380201283433
1,0.23795961627729134,0.48338719618666975,0.37098542489053593,-0.04230620868135023,-0.2640932265209176,0.1374841896571458,-0.5123417560901766,0.6377707888243402,0.4494785705733828,0.06978155558970889,-0.7184767785075499,0.49030500769417534,0.6945515577746161,0.690978015758193,0.43317636749999927,0.3565464727410931,0.4076058868133528,0.1911980426651033,0.17256117605939097,-0.407988579268995,-0.5394331529201977,-0.3909575296030924,0.13095389537538177,0.4508799102590468,0.33282967435166416,0.12988620840417509,0.3707750867160396,0.4528068091511485,0.18422744616280518,0.11155056915606297,-0.615738017248219,-0.6927609223052722,-0.7847306983716311
2,0.18784509329600763,-0.08655438918092627,-0.22826723642584215,-0.8529477556723826,-0.23049832844758522,-1.15143008837859,-0.536272793529633,0.367579812576032,-0.44090965501652296,0.570079827021005,-0.1801662581638222,0.10185913892238128,-0.0055564124621968955,-0.44780120334543816,-0.24770366930281593,-0.39706311737076233,-0.20149574027377087,-0.3936430290163888,0.9761296377090923,0.5310539867862,0.587865231665355,-0.0809471537063669,0.45114752395218277,0.2011618061155749,-0.042581342149429616,-0.46102467378624873,-0.19531901889505598,-0.13461824055844981,-0.01417134201252338,0.6135281303583462,0.7328574163331951,1.0522695058922642,0.8770519570035874
3,0.694305499788679,1.0928502783498284,0.7860415714580274,1.3235019735217217,1.7851955559523547,2.032188178369678,1.6523293577515465,0.6680321781641508,0.947254665194511,1.4376183189710168,0.3220380687422168,1.4381129274973532,1.3321498878117137,1.420508452996457,1.3776228701619686,1.2317059967419575,1.1828261394696917,1.0459657628149763,-0.12105037723569227,-1.274797101781483,-1.2759347641827583,-1.5173285620278618,0.7985916741099881,1.0751751706177268,0.9741568275410324,1.3117079727850223,1.2348134584382382,1.0769459244675967,0.8077664947138377,-0.2440168700288876,-1.2202807978191978,-1.2259646642545194,-1.0327579603679324
4,0.6965834326514646,1.1594127992686716,1.0119892962166614,1.5298470945739846,1.258875486136815,1.394175610741989,1.7763356426650925,0.7588163461835825,0.40040205420228564,0.2613851489038223,0.3433735466826693,1.4536507622482249,1.3446518158516567,1.367128177100974,1.31173125369718,1.2073960099641559,1.1551397018748224,1.1809290870491669,-0.028330939353034386,-1.1784850437245398,-1.215812183671529,-1.4863275244381893,0.7168401093669751,1.037717454996206,0.9897989532285779,1.2346326403254018,1.1454301786049073,1.0769459244675967,0.8077664947138377,-0.055775284578031416,-1.0032654406911543,-1.2138463973920366,-0.9666173571689186
5,0.2501085915454814,0.1110530947968901,0.660787941428784,0.21316870309764194,-0.6168396562909068,-0.674531805505368,0.038072105017316775,-0.13605616715081484,-1.0298278514696895,-1.7717418690403794,0.3581442621799055,-1.3120838234069494,-1.6433089856947414,-0.8036697093153232,-0.5991256237816883,-0.9318828264824018,-1.1982074936890637,-1.0684596501873413,0.29618709323626813,0.001337667473013174,0.016700716808674958,1.0660912371115174,0.08326548260862451,-1.471949491645688,-1.3721620255908031,-1.3345451083286142,-1.3870960833394674,-1.3094683399776466,-0.9494799148390721,0.1533820325895866,0.09731244188678159,0.7735493680551578,0.40993394691055335
6,-2.0642711970447167,-3.341877677868105,-3.3571520336269316,-2.0369757121865573,-2.055821123765309,-1.0998735172571605,-0.8473762802425641,-1.4178421584727898,-0.8966201641767113,-1.4311132587041784,-0.3459265098550311,-1.2421635670280264,0.5570303493352421,0.8333254181461467,0.7406705776690123,0.8427462082971288,0.6014109499774376,0.2361858174098334,-0.7082734838258586,-1.2266410727530115,-0.7799234749651155,-0.421958567192765,0.8258421956909925,0.5757389623307827,1.0523674559787604,1.260324417811942,1.026252472160466,0.9668037276470471,0.07085671006261739,-0.829657358098218,-1.0497687315043063,-0.8866531921049985,-0.7061887320728023
7,0.3366700403313355,-0.3528044728562987,-0.5745566841537492,-0.1110879156987712,-0.5272532614286871,-0.6294198057741172,-0.8408496336681669,-2.079269668328649,-0.8896092332665546,0.3465423014878727,-0.26386697931482855,0.18731723005217607,-0.5181354620998637,-1.0349842381957481,-1.214114044119715,0.08913661818527353,-0.1738093026789016,-0.5960880153676745,-1.07915123535649,-0.31167652121205186,-0.0885137990859767,0.921419728359712,-0.3459302322921938,0.07630275404383881,0.2859032972890274,-0.2041068989208469,-0.3740855785617175,-0.428330765413249,-0.7227384426386966,-1.352550651017263,-0.6002369203105016,-0.729115722892721,0.6992990859062385
8,0.7224000050963686,0.18593593083058885,-0.22826723642584215,-0.8136439230909991,-0.9079954395931206,-1.0998735172571605,-0.8626051222494905,-1.8263709145602323,-0.5110189641180903,0.34121997945136895,-0.8743898865339349,0.30385099068371424,-0.35561039758060337,-0.572355180434898,-0.9725114504154905,-1.0534327603714104,-0.9767159929301098,-1.2034229744215317,-1.7436405401822048,0.7236781029000864,0.7381716829434283,-0.06027979531325185,0.2331433513041481,-0.5479925063148414,-0.2302868503999764,-0.6408671161920296,-0.8210019777283718,-1.1993261431570967,-1.0911933349643068,-1.3734663827340248,0.267824508201673,0.17975429179349595,-0.44162631927674756
9,-0.2183862672340962,0.6955552316154824,0.6656998484887544,1.2547202665043011,1.2756729351734812,1.5681790382768126,1.8372510106927993,0.830146763913136,1.276768417971878,0.8149066407001487,0.48287474860101337,1.4070372579956096,1.2946441036918843,1.367128177100974,1.2897673815422506,1.183086023186354,1.0997668266850842,1.1134474249320716,-0.07469065829436336,-1.154407029210304,-1.2308428287993363,-1.2899876197035964,0.5465243494856981,1.0252315497890323,1.021083204603669,1.2089408628388616,1.2348134584382382,1.2605162525018463,0.8077664947138377,-0.2231011383121258,-1.0497687315043063,-1.2623194648419682,-1.0451593234677474
